id,company,title,season,season_inferred,seasons,program,remote,category,location,sponsorship,h1b_approvals,salary,skills,posted_at,posted_at_source,first_seen_at,url
lever:hermeus:5b08e2df-c9db-4831-aece-67d89e744796,Hermeus,Software Engineering Intern (Command & Control) - Spring/Summer 2027,Spring 2027,False,,Internship,,Software,"Atlanta, GA",citizens-only,,25–33 USD/hr,C++; TypeScript; JavaScript; React; Angular,2026-09-03T02:07:59Z,exact,2026-09-03T05:15:39Z,https://jobs.lever.co/hermeus/5b08e2df-c9db-4831-aece-67d89e744796
ashby:reflect-orbital:d2ad1427-89aa-404d-8678-7b8e6dace5e2,Reflect Orbital,Flight Software Engineering Intern,Not stated,True,,Internship,,Software,"Hawthorne, CA",unknown,,$27 – $31 per hour,,2026-09-02T21:57:24.003+00:00,exact,2026-09-02T22:48:52Z,https://jobs.ashbyhq.com/reflect-orbital/d2ad1427-89aa-404d-8678-7b8e6dace5e2
ashby:reflect-orbital:d5ade048-5555-4a77-b002-d117254b6e6b,Reflect Orbital,Embedded Firmware Engineering Intern,Not stated,True,,Internship,,Hardware,"Hawthorne, CA",unknown,,$27 – $31 per hour,Python; C++,2026-09-02T21:57:26.937+00:00,exact,2026-09-02T22:48:52Z,https://jobs.ashbyhq.com/reflect-orbital/d5ade048-5555-4a77-b002-d117254b6e6b
greenhouse:fspco-op012325:8769080002,Flagship Pioneering,Pioneering Intelligence: Agentic AI Co-Op,Not stated,True,,Co-op,,Data & ML/AI,"Cambridge, MA USA",unknown,6,$25–$45/hr,Python,2026-09-02T09:51:40-04:00,exact,2026-09-02T17:34:18Z,https://job-boards.greenhouse.io/fspco-op012325/jobs/8769080002
greenhouse:testnisc:8167886,National Information Solutions Cooperative (NISC),Intern - Data Engineer,Not stated,True,,Internship,,Data & ML/AI,"Mandan, ND",unknown,,,Python; Java; SQL; Scala; LLMs; AWS; Git; Airflow,2026-09-02T12:39:49-04:00,exact,2026-09-02T17:34:18Z,https://job-boards.greenhouse.io/testnisc/jobs/8167886
greenhouse:testnisc:8174096,National Information Solutions Cooperative (NISC),Intern - Software Development,Not stated,True,,Internship,,Software,"Mandan, ND",unknown,,,Java; TypeScript; JavaScript; Angular; HTML/CSS; AWS; Linux; PostgreSQL,2026-09-02T12:46:41-04:00,exact,2026-09-02T17:34:18Z,https://job-boards.greenhouse.io/testnisc/jobs/8174096
oracle:ejhp.fa.us6.oraclecloud.com:2622615,Sherwin-Williams,"Year-Round IT Co-op, Cybersecurity",Not stated,True,,Co-op,,Security,"Cleveland, OH, United States",unknown,94,,,2026-09-02,date_only,2026-09-02T17:34:18Z,https://ejhp.fa.us6.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_2/job/2622615
smartrecruiters:LLNL:3743990015035697,Lawrence Livermore National Laboratory (LLNL),Protocol and Special Events Undergraduate AI and Digital Solutions Intern,Not stated,True,,Internship,yes,Data & ML/AI,"Livermore, CA, United States (Remote)",citizens-only,,,LLMs,2026-09-02T22:26:31.063Z,exact,2026-09-02T22:48:52Z,https://jobs.smartrecruiters.com/LLNL/3743990015035697
smartrecruiters:Winsupply1:3743990015014717,Winsupply,Software Developer Intern,Not stated,True,,Internship,,Software,"Moraine, OH, United States",unknown,13,,Python; Java; Angular,2026-09-02T13:56:11.233Z,exact,2026-09-02T17:34:18Z,https://jobs.smartrecruiters.com/Winsupply1/3743990015014717
workday:copart:/job/Dallas-TX---Headquarters/Software-Engineering-Intern_JR111173,Copart,Software Engineering Intern,Not stated,True,,Internship,,Software,"Dallas, TX - Headquarters",unknown,83,,JavaScript; HTML/CSS,2026-09-02T00:00:00Z,date_only,2026-09-02T20:20:43Z,https://copart.wd12.myworkdayjobs.com/copart/job/Dallas-TX---Headquarters/Software-Engineering-Intern_JR111173
workday:genpt:/job/Birmingham-AL-USA/Software-Engineer---QA-Analyst-Intern_R26_0000029235,Genuine Parts Company,Software Engineer - QA Analyst Intern,Not stated,True,,Internship,,Software,"Birmingham, AL, USA",unknown,63,,Java; SQL; Selenium,2026-09-02T00:00:00Z,date_only,2026-09-02T20:20:43Z,https://genpt.wd1.myworkdayjobs.com/Careers/job/Birmingham-AL-USA/Software-Engineer---QA-Analyst-Intern_R26_0000029235
workday:genpt:/job/Birmingham-AL-USA/Software-Engineer---QA-Analyst-Intern_R26_0000029236,Genuine Parts Company,Software Engineer - QA Analyst Intern,Not stated,True,,Internship,,Software,"Birmingham, AL, USA",unknown,63,,Java; SQL; Selenium,2026-09-02T00:00:00Z,date_only,2026-09-02T20:20:43Z,https://genpt.wd1.myworkdayjobs.com/Careers/job/Birmingham-AL-USA/Software-Engineer---QA-Analyst-Intern_R26_0000029236
workday:genpt:/job/Birmingham-AL-USA/Web-Developer-Intern_R26_0000029238,Genuine Parts Company,Web Developer Intern,Not stated,True,,Internship,,Software,"Birmingham, AL, USA",unknown,63,,Java; React; Next.js; Angular; GCP; Linux; Git,2026-09-02T00:00:00Z,date_only,2026-09-02T20:20:43Z,https://genpt.wd1.myworkdayjobs.com/Careers/job/Birmingham-AL-USA/Web-Developer-Intern_R26_0000029238
workday:globalhr:/job/US-IA-CEDAR-RAPIDS-105--400-Collins-Rd-NE--BLDG-105/Software-Engineering-Co-op--Winter-Spring-2027-_01870191,RTX,Software Engineering Co-op (Winter/Spring 2027),Spring 2027,False,,Co-op,,Software,US-IA-CEDAR RAPIDS-105 ~ 400 Collins Rd NE ~ BLDG 105,no-sponsorship,,,Python; C++,2026-09-02T00:00:00Z,date_only,2026-09-02T20:20:43Z,https://globalhr.wd5.myworkdayjobs.com/rec_rtx_ext_gateway/job/US-IA-CEDAR-RAPIDS-105--400-Collins-Rd-NE--BLDG-105/Software-Engineering-Co-op--Winter-Spring-2027-_01870191
workday:hp:/job/Spring-Texas-United-States-of-America/Software-Product-Security-Engineer-Intern_UNI4744-1,Hewlett Packard (HP),Software Product Security Engineer Intern,Not stated,True,,Internship,,Security,"Spring, Texas, United States of America",no-sponsorship,,$35–$40/hr,Python; C++; C#; TypeScript,2026-09-02T00:00:00Z,date_only,2026-09-02T22:48:52Z,https://hp.wd5.myworkdayjobs.com/ExternalCareerSite/job/Spring-Texas-United-States-of-America/Software-Product-Security-Engineer-Intern_UNI4744-1
workday:intel:/job/US-California-Folsom/Software-Development-Graduate-Intern_JR0285451-1,Intel,Software Development Graduate Intern,Not stated,True,,Internship,,Software,"US, California, Folsom",unknown,4758,,Python; C++; PyTorch; TensorFlow; scikit-learn; LLMs; Linux,2026-09-02T00:00:00Z,date_only,2026-09-03T00:50:41Z,https://intel.wd1.myworkdayjobs.com/external/job/US-California-Folsom/Software-Development-Graduate-Intern_JR0285451-1
workday:lego:/job/Boston-Hub/Firmware-Engineering-Co-Op---Spring-2027_0000037765,Lego,Firmware Engineering Co-Op - Spring 2027,Spring 2027,False,,Co-op,,Hardware,United States of America,unknown,,,Python,2026-09-02T00:00:00Z,date_only,2026-09-02T17:34:18Z,https://lego.wd103.myworkdayjobs.com/lego_executive/job/Boston-Hub/Firmware-Engineering-Co-Op---Spring-2027_0000037765
workday:magna:/job/Southfield-Michigan-US/Intern---Engineering-Software_R00258617,Magna International,Intern - Engineering Software,Not stated,True,,Internship,,Software,"Southfield, Michigan, US",unknown,141,,Python; C++; Bash; Linux; Git,2026-09-02T00:00:00Z,date_only,2026-09-02T17:34:18Z,https://magna.wd3.myworkdayjobs.com/Magna/job/Southfield-Michigan-US/Intern---Engineering-Software_R00258617
workday:ngc:/job/United-States-Maryland-Linthicum/XMLNAME-2027-Software-Engineer-Intern---Linthicum-Maryland_R10248910,Northrop Grumman,2027 Software Engineer Intern - Linthicum Maryland,Spring 2027,False,,Internship,,Software,United States-Maryland-Linthicum,citizens-only,,,,2026-09-02T00:00:00Z,date_only,2026-09-02T17:34:18Z,https://ngc.wd1.myworkdayjobs.com/Northrop_Grumman_External_Site/job/United-States-Maryland-Linthicum/XMLNAME-2027-Software-Engineer-Intern---Linthicum-Maryland_R10248910
workday:stryker:/job/Flower-Mound-Texas/Commercial-Operations-Software-Engineering-Intern---Flower-Mound--TX_R572941,Stryker,"Commercial Operations Software Engineering Intern - Flower Mound, TX",Not stated,True,,Internship,,Software,"Flower Mound, Texas",unknown,104,,,2026-09-02T00:00:00Z,date_only,2026-09-02T17:34:18Z,https://stryker.wd1.myworkdayjobs.com/StrykerCareers/job/Flower-Mound-Texas/Commercial-Operations-Software-Engineering-Intern---Flower-Mound--TX_R572941
ashby:valon:b5a62c0c-823c-42dd-8cb5-e4b1455bcc64,Valon,Software Engineer Intern,Not stated,True,,Internship,,Software,New York,unknown,,$60/hr,Python; React; GCP; Kubernetes; Docker,2026-09-01T21:01:57.937+00:00,exact,2026-09-02T05:26:29Z,https://jobs.ashbyhq.com/valon/b5a62c0c-823c-42dd-8cb5-e4b1455bcc64
greenhouse:eulerity:4709040006,Eulerity,Backend Developer Intern,Not stated,True,,Internship,,Software,"New York, New York",unknown,,$17–$19/hr,Java; LLMs; Git,2026-09-01T17:08:29-04:00,exact,2026-09-02T05:26:29Z,https://job-boards.greenhouse.io/eulerity/jobs/4709040006
lever:hermeus:445db430-6f81-41cf-847a-56a947afb936,Hermeus,Software Engineering Intern (Modeling & Simulation) - Spring/Summer 2027,Spring 2027,False,,Internship,,Software,"Los Angeles, CA",citizens-only,,25–33 USD/hr,Python; C++; MATLAB,2026-09-01T18:28:54Z,exact,2026-09-02T05:26:29Z,https://jobs.lever.co/hermeus/445db430-6f81-41cf-847a-56a947afb936
lever:hermeus:d87ed913-affc-475e-b721-c5b5f11c3c7b,Hermeus,Software Engineering Intern (HIL) - Spring/Summer 2027,Spring 2027,False,,Internship,,Software,"Atlanta, GA",citizens-only,,25–33 USD/hr,Python; C++; MATLAB,2026-09-01T15:30:22Z,exact,2026-09-02T05:26:29Z,https://jobs.lever.co/hermeus/d87ed913-affc-475e-b721-c5b5f11c3c7b
oracle:hdjq.fa.us2.oraclecloud.com:26007510,Emerson Electric,AI Engineering Co-Op,Not stated,True,,Co-op,,Data & ML/AI,"Marshalltown, IA, United States",unknown,8,,Python; LLMs; Git,2026-09-01,date_only,2026-09-02T05:26:29Z,https://hdjq.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/26007510
oracle:hdjq.fa.us2.oraclecloud.com:26008442,Emerson Electric,Software Engineering Co-Op,Not stated,True,,Co-op,,Software,"Marshalltown, IA, United States",unknown,8,,Java; JavaScript; SQL; HTML/CSS,2026-09-01,date_only,2026-09-02T05:26:29Z,https://hdjq.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/26008442
oracle:hdjq.fa.us2.oraclecloud.com:26008443,Emerson Electric,Embedded Software Co-Op,Not stated,True,,Co-op,,Software,"Marshalltown, IA, United States",unknown,8,,C++; C#,2026-09-01,date_only,2026-09-02T05:26:29Z,https://hdjq.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/26008443
oracle:hdjq.fa.us2.oraclecloud.com:26008761,Emerson Electric,Firmware Engineer Co-Op,Not stated,True,,Co-op,,Hardware,"Marshalltown, IA, United States",unknown,8,,C++; Azure; Git,2026-09-01,date_only,2026-09-02T05:26:29Z,https://hdjq.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/26008761
oracle:hdjq.fa.us2.oraclecloud.com:26008762,Emerson Electric,Machine Learning R&D Co-Op,Not stated,True,,Co-op,,Data & ML/AI,"Marshalltown, IA, United States",unknown,8,,Python; MATLAB; PyTorch; TensorFlow; scikit-learn; Pandas,2026-09-01,date_only,2026-09-02T05:26:29Z,https://hdjq.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/26008762
oracle:hdjq.fa.us2.oraclecloud.com:26009200,Emerson Electric,Data Analyst Co-Op,Not stated,True,,Co-op,,Data & ML/AI,"Marshalltown, IA, United States",unknown,8,,Python; Java; C++; C#; SQL,2026-09-01,date_only,2026-09-02T05:26:29Z,https://hdjq.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/26009200
oracle:hdjq.fa.us2.oraclecloud.com:26009321,Emerson Electric,Cybersecurity Engineering Co-op (Jan27-May27),Not stated,True,,Co-op,,Security,"Shakopee, MN, United States",unknown,8,,Python; C++,2026-09-01,date_only,2026-09-02T05:26:29Z,https://hdjq.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/26009321
oracle:hdjq.fa.us2.oraclecloud.com:26009324,Emerson Electric,Cybersecurity Engineering Intern,Not stated,True,,Internship,,Security,"Shakopee, MN, United States",unknown,8,,Python; C++,2026-09-01,date_only,2026-09-02T05:26:29Z,https://hdjq.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/26009324
oracle:hdjq.fa.us2.oraclecloud.com:26009454,Emerson Electric,Software Engineering Spring Co-op (Jan27- May27),Not stated,True,,Co-op,,Software,"Shakopee, MN, United States",unknown,8,,,2026-09-01,date_only,2026-09-02T05:26:29Z,https://hdjq.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/26009454
oracle:hdjq.fa.us2.oraclecloud.com:26009478,Emerson Electric,Cybersecurity Engineering Intern,Not stated,True,,Internship,,Security,"Boulder, CO, United States",unknown,8,,Python; C++,2026-09-01,date_only,2026-09-02T05:26:29Z,https://hdjq.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/26009478
oracle:hdjq.fa.us2.oraclecloud.com:26009488,Emerson Electric,Data Science Engineering Intern,Not stated,True,,Internship,,Data & ML/AI,"Boulder, CO, United States",unknown,8,,Python; SQL; Tableau,2026-09-01,date_only,2026-09-02T05:26:29Z,https://hdjq.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/26009488
oracle:hdjq.fa.us2.oraclecloud.com:26009500,Emerson Electric,Software Engineering Intern,Not stated,True,,Internship,,Software,"Houston, TX, United States",unknown,8,,,2026-09-01,date_only,2026-09-02T05:26:29Z,https://hdjq.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/26009500
oracle:hdjq.fa.us2.oraclecloud.com:26009673,Emerson Electric,Software Engineering Intern,Not stated,True,,Internship,,Software,"Shakopee, MN, United States; Chanhassen, MN, United States; Eden Prairie, MN, United States",unknown,8,,,2026-09-01,date_only,2026-09-02T05:26:29Z,https://hdjq.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/26009673
workday:altera:/job/San-Jose-California-United-States/Graduate-Intern---Engineering-Infrastructure_R03066,Altera Corporation,Graduate Intern - Engineering Infrastructure,Not stated,True,,Internship,,Software,"San Jose, California, United States",unknown,,,Python; Bash; AWS; Terraform; Linux,2026-09-01T00:00:00Z,date_only,2026-09-02T05:26:29Z,https://altera.wd1.myworkdayjobs.com/altera/job/San-Jose-California-United-States/Graduate-Intern---Engineering-Infrastructure_R03066
workday:caci:/job/Danbury-CT-US/Embedded-Software-Engineering-Co-op---Spring-2027_331368,CACI,Embedded Software Engineering Co-op - Spring 2027,Spring 2027,False,,Co-op,,Software,"Danbury, CT, US",unknown,,,Python; C++; C#; Linux; Git,2026-09-01T00:00:00Z,date_only,2026-09-02T17:34:18Z,https://caci.wd1.myworkdayjobs.com/external/job/Danbury-CT-US/Embedded-Software-Engineering-Co-op---Spring-2027_331368
workday:clearwateranalytics:/job/Office---New-York/Quant-Developer-Intern_R12182,CWAN,Quant Developer Intern,Not stated,True,,Internship,,Quant,Office - New York,unknown,,,Java,2026-09-01T00:00:00Z,date_only,2026-09-02T05:26:29Z,https://clearwateranalytics.wd1.myworkdayjobs.com/Clearwater_Analytics_Careers/job/Office---New-York/Quant-Developer-Intern_R12182
workday:clearwateranalytics:/job/Office---New-York/Quant-Developer-Intern_R12183,CWAN,Quant Developer Intern,Not stated,True,,Internship,,Quant,Office - New York,unknown,,,Java,2026-09-01T00:00:00Z,date_only,2026-09-02T05:26:29Z,https://clearwateranalytics.wd1.myworkdayjobs.com/Clearwater_Analytics_Careers/job/Office---New-York/Quant-Developer-Intern_R12183
workday:clearwateranalytics:/job/Office---New-York/Quant-Developer-Intern_R12184,CWAN,Quant Developer Intern,Not stated,True,,Internship,,Quant,Office - New York,unknown,,,Java,2026-09-01T00:00:00Z,date_only,2026-09-02T05:26:29Z,https://clearwateranalytics.wd1.myworkdayjobs.com/Clearwater_Analytics_Careers/job/Office---New-York/Quant-Developer-Intern_R12184
workday:clearwateranalytics:/job/Office---New-York/Quant-Developer-Intern_R12185,CWAN,Quant Developer Intern,Not stated,True,,Internship,,Quant,Office - New York,unknown,,,Java,2026-09-01T00:00:00Z,date_only,2026-09-02T05:26:29Z,https://clearwateranalytics.wd1.myworkdayjobs.com/Clearwater_Analytics_Careers/job/Office---New-York/Quant-Developer-Intern_R12185
workday:fifththird:/job/Cincinnati-OH/Software-Engineer-Co-Op---Enterprise-Finance-Applications---Spring-2027_R71587,Fifth Third Bank,Software Engineer Co-Op - Enterprise Finance Applications - Spring 2027,Spring 2027,False,,Co-op,,Software,"Cincinnati, OH",unknown,,,Java; LLMs; Node.js; Angular; Spring,2026-09-01T00:00:00Z,date_only,2026-09-02T05:26:29Z,https://fifththird.wd5.myworkdayjobs.com/53careers/job/Cincinnati-OH/Software-Engineer-Co-Op---Enterprise-Finance-Applications---Spring-2027_R71587
workday:genpt:/job/Birmingham-AL-USA/Cloud-Developer-Intern_R26_0000029133,Genuine Parts Company,Cloud Developer Intern,Not stated,True,,Internship,,Software,"Birmingham, AL, USA",unknown,63,,Java; GCP; Linux; Git,2026-09-01T00:00:00Z,date_only,2026-09-02T05:26:29Z,https://genpt.wd1.myworkdayjobs.com/Careers/job/Birmingham-AL-USA/Cloud-Developer-Intern_R26_0000029133
workday:genpt:/job/Birmingham-AL-USA/Cloud-SRE-Intern_R26_0000029134,Genuine Parts Company,Cloud SRE Intern,Not stated,True,,Internship,,Software,"Birmingham, AL, USA",unknown,63,,GCP,2026-09-01T00:00:00Z,date_only,2026-09-02T05:26:29Z,https://genpt.wd1.myworkdayjobs.com/Careers/job/Birmingham-AL-USA/Cloud-SRE-Intern_R26_0000029134
workday:genpt:/job/Birmingham-AL-USA/Customer-Software-Development-Intern_R26_0000029135,Genuine Parts Company,Customer Software Development Intern,Not stated,True,,Internship,,Software,"Birmingham, AL, USA",unknown,63,,Java; SQL,2026-09-01T00:00:00Z,date_only,2026-09-02T05:26:29Z,https://genpt.wd1.myworkdayjobs.com/Careers/job/Birmingham-AL-USA/Customer-Software-Development-Intern_R26_0000029135
workday:genpt:/job/Birmingham-AL-USA/GRC-Cybersecurity-Analyst-Intern_R26_0000029137,Genuine Parts Company,GRC/Cybersecurity Analyst Intern,Not stated,True,,Internship,,Security,"Birmingham, AL, USA",unknown,63,,Linux,2026-09-01T00:00:00Z,date_only,2026-09-02T05:26:29Z,https://genpt.wd1.myworkdayjobs.com/Careers/job/Birmingham-AL-USA/GRC-Cybersecurity-Analyst-Intern_R26_0000029137
workday:genpt:/job/Birmingham-AL-USA/Platform-Engineering-Intern_R26_0000029141,Genuine Parts Company,Platform Engineering Intern,Not stated,True,,Internship,,Software,"Birmingham, AL, USA",unknown,63,,GCP,2026-09-01T00:00:00Z,date_only,2026-09-02T05:26:29Z,https://genpt.wd1.myworkdayjobs.com/Careers/job/Birmingham-AL-USA/Platform-Engineering-Intern_R26_0000029141
workday:genpt:/job/Birmingham-AL-USA/Software-Developer-Intern_R26_0000029140,Genuine Parts Company,Software Developer Intern,Not stated,True,,Internship,,Software,"Birmingham, AL, USA",unknown,63,,Java; SQL; GCP; Linux; Git,2026-09-01T00:00:00Z,date_only,2026-09-02T05:26:29Z,https://genpt.wd1.myworkdayjobs.com/Careers/job/Birmingham-AL-USA/Software-Developer-Intern_R26_0000029140
workday:ingredion:/job/Westchester-IL/AI---Data-Scientist-Intern_Req-40007-1,Ingredion,AI & Data Scientist Intern,Not stated,True,,Internship,,Data & ML/AI,"Westchester, IL",unknown,4,$20–$25/hr,SQL; PyTorch; TensorFlow; scikit-learn; AWS; GCP; Azure; Hadoop,2026-09-01T00:00:00Z,date_only,2026-09-02T17:34:18Z,https://ingredion.wd1.myworkdayjobs.com/IngredionCareers/job/Westchester-IL/AI---Data-Scientist-Intern_Req-40007-1
workday:nike:/job/Beaverton-Oregon/NIKE--Inc-Artificial-Intelligence--Data----Machine-Learning-Engineering-Undergraduate-Internship_R-91110,Nike,"NIKE, Inc. Artificial Intelligence, Data, & Machine Learning Engineering Undergraduate Internship",Not stated,True,,Internship,,Data & ML/AI,"Beaverton, Oregon",unknown,484,,Python; SQL; LLMs; Computer Vision; AWS; Databricks; Tableau,2026-09-01T00:00:00Z,date_only,2026-09-02T17:34:18Z,https://nike.wd1.myworkdayjobs.com/nke/job/Beaverton-Oregon/NIKE--Inc-Artificial-Intelligence--Data----Machine-Learning-Engineering-Undergraduate-Internship_R-91110
workday:nike:/job/Beaverton-Oregon/NIKE--Inc-Software-Engineering-Undergraduate-Internship_R-91111,Nike,"NIKE, Inc. Software Engineering Undergraduate Internship",Not stated,True,,Internship,,Software,"Beaverton, Oregon",unknown,484,,Python; Java; C#; JavaScript; Swift; React; Node.js; AWS,2026-09-01T00:00:00Z,date_only,2026-09-02T17:34:18Z,https://nike.wd1.myworkdayjobs.com/nke/job/Beaverton-Oregon/NIKE--Inc-Software-Engineering-Undergraduate-Internship_R-91111
workday:ntrs:/job/Chicago-IL/Technology-Intern---Data-Science-and-Analytics_R160865-1,Northern Trust,Technology Intern – Data Science and Analytics,Not stated,True,,Internship,,Data & ML/AI,"Chicago, IL",no-sponsorship,144,,Python; SQL; Bash; LLMs; Tableau,2026-09-01T00:00:00Z,date_only,2026-09-02T05:26:29Z,https://ntrs.wd1.myworkdayjobs.com/northerntrust/job/Chicago-IL/Technology-Intern---Data-Science-and-Analytics_R160865-1
workday:ntrs:/job/Chicago-IL/Technology-Intern---Information-Security_R160869-1,Northern Trust,Technology Intern – Information Security,Not stated,True,,Internship,,Security,"Chicago, IL",no-sponsorship,144,,Python; Java; SQL; Bash; LLMs; Azure,2026-09-01T00:00:00Z,date_only,2026-09-02T05:26:29Z,https://ntrs.wd1.myworkdayjobs.com/northerntrust/job/Chicago-IL/Technology-Intern---Information-Security_R160869-1
workday:ntrs:/job/Chicago-IL/Technology-Intern---Infrastructure-and-IT-Management_R160872-1,Northern Trust,Technology Intern – Infrastructure and IT Management,Not stated,True,,Internship,,Software,"Chicago, IL",no-sponsorship,144,,Bash; LLMs,2026-09-01T00:00:00Z,date_only,2026-09-02T05:26:29Z,https://ntrs.wd1.myworkdayjobs.com/northerntrust/job/Chicago-IL/Technology-Intern---Infrastructure-and-IT-Management_R160872-1
workday:ntrs:/job/Chicago-IL/Technology-Intern---Software-Engineering_R160832-1,Northern Trust,Technology Intern – Software Engineering,Not stated,True,,Internship,,Software,"Chicago, IL",no-sponsorship,144,,Python; Java; SQL; Bash; LLMs; Azure; Git,2026-09-01T00:00:00Z,date_only,2026-09-02T05:26:29Z,https://ntrs.wd1.myworkdayjobs.com/northerntrust/job/Chicago-IL/Technology-Intern---Software-Engineering_R160832-1
workday:rockwellautomation:/job/Mayfield-Heights-Ohio-United-States/Intern--Content-IDE-Software-Development--LCS-_R26-5010-2,Rockwell Automation,"Intern, Content IDE Software Development (LCS)",Not stated,True,,Internship,,Software,"Mayfield Heights, Ohio, United States",no-sponsorship,90,,Git,2026-09-01T00:00:00Z,date_only,2026-09-02T05:26:29Z,https://rockwellautomation.wd1.myworkdayjobs.com/External_Rockwell_Automation/job/Mayfield-Heights-Ohio-United-States/Intern--Content-IDE-Software-Development--LCS-_R26-5010-2
workday:rockwellautomation:/job/Mayfield-Heights-Ohio-United-States/Intern--Cyber-Professional-Services--LCS-_R26-5042-2,Rockwell Automation,"Intern, Cyber Professional Services (LCS)",Not stated,True,,Internship,,Security,"Mayfield Heights, Ohio, United States",no-sponsorship,90,,,2026-09-01T00:00:00Z,date_only,2026-09-02T05:26:29Z,https://rockwellautomation.wd1.myworkdayjobs.com/External_Rockwell_Automation/job/Mayfield-Heights-Ohio-United-States/Intern--Cyber-Professional-Services--LCS-_R26-5042-2
workday:stryker:/job/Florida-Virtual-Address/Data-Science-Intern_R572731,Stryker,Data Science Intern - Remote,Not stated,True,,Internship,yes,Data & ML/AI,"Florida, Virtual Address",unknown,104,,Python; SQL,2026-09-01T00:00:00Z,date_only,2026-09-02T17:34:18Z,https://stryker.wd1.myworkdayjobs.com/StrykerCareers/job/Florida-Virtual-Address/Data-Science-Intern_R572731
workday:tencent:/job/US-California-Palo-Alto/AI-Business-Analyst-Intern_R108039-1,Tencent,AI Business Analyst Intern,Not stated,True,,Internship,,Data & ML/AI,US-California-Palo Alto,unknown,,$24.81–$42.7/hr,,2026-09-01T00:00:00Z,date_only,2026-09-02T17:34:18Z,https://tencent.wd1.myworkdayjobs.com/Tencent_Careers/job/US-California-Palo-Alto/AI-Business-Analyst-Intern_R108039-1
workday:usfoods:/job/Rosemont-IL/Intern---AI-Automation--Hybrid--Onsite---Remote-_R282109,US Foods,Intern – AI Automation (Hybrid: Onsite & Remote),Not stated,True,,Internship,yes,Data & ML/AI,Rosemont IL,no-sponsorship,10,,LLMs,2026-09-01T00:00:00Z,date_only,2026-09-02T17:34:18Z,https://usfoods.wd1.myworkdayjobs.com/usfoodscareersExternal/job/Rosemont-IL/Intern---AI-Automation--Hybrid--Onsite---Remote-_R282109
workday:usfoods:/job/Rosemont-IL/Intern---Cybersecurity-Operations--Hybrid--Onsite---Remote-_R282117,US Foods,Intern – Cybersecurity Operations (Hybrid: Onsite & Remote),Not stated,True,,Internship,yes,Security,Rosemont IL,no-sponsorship,10,,Python; Bash; Linux,2026-09-01T00:00:00Z,date_only,2026-09-02T17:34:18Z,https://usfoods.wd1.myworkdayjobs.com/usfoodscareersExternal/job/Rosemont-IL/Intern---Cybersecurity-Operations--Hybrid--Onsite---Remote-_R282117
workday:usfoods:/job/Rosemont-IL/Intern---Cybersecurity-Risk--Hybrid--Onsite---Remote-_R282118,US Foods,Intern – Cybersecurity Risk (Hybrid: Onsite & Remote),Not stated,True,,Internship,yes,Security,Rosemont IL,no-sponsorship,10,,,2026-09-01T00:00:00Z,date_only,2026-09-02T17:34:18Z,https://usfoods.wd1.myworkdayjobs.com/usfoodscareersExternal/job/Rosemont-IL/Intern---Cybersecurity-Risk--Hybrid--Onsite---Remote-_R282118
workday:usfoods:/job/Rosemont-IL/Intern---Data-Analyst--Hybrid--Onsite---Remote-_R282121,US Foods,Intern – Data Analyst (Hybrid: Onsite & Remote),Not stated,True,,Internship,yes,Data & ML/AI,Rosemont IL,no-sponsorship,10,,,2026-09-01T00:00:00Z,date_only,2026-09-02T17:34:18Z,https://usfoods.wd1.myworkdayjobs.com/usfoodscareersExternal/job/Rosemont-IL/Intern---Data-Analyst--Hybrid--Onsite---Remote-_R282121
workday:usfoods:/job/Rosemont-IL/Intern---Data-Engineer--Hybrid--Onsite---Remote-_R282116,US Foods,Intern – Data Engineer (Hybrid: Onsite & Remote),Not stated,True,,Internship,yes,Data & ML/AI,Rosemont IL,no-sponsorship,10,,Python; SQL; Pandas; LLMs; AWS; Linux; Git; Kafka,2026-09-01T00:00:00Z,date_only,2026-09-02T17:34:18Z,https://usfoods.wd1.myworkdayjobs.com/usfoodscareersExternal/job/Rosemont-IL/Intern---Data-Engineer--Hybrid--Onsite---Remote-_R282116
